x,y,B_johnson,V_johnson,R_Johnson,BV,VR
589.3,533.6,10.142865861537643,10.484551749190585,10.142865861537643,-0.3416858876529414,0.3416858876529414
226.4,536.0,17.92908766739099,17.586783543864712,17.92908766739099,0.34230412352627937,-0.34230412352627937
835.1,537.8,12.48676091547842,13.17909843808516,12.48676091547842,-0.6923375226067403,0.6923375226067403
873.0,545.0,9.52750256231621,9.722280758981778,9.52750256231621,-0.19477819666556861,0.19477819666556861
271.1,540.2,13.448308672501508,14.129626996967362,13.448308672501508,-0.6813183244658543,0.6813183244658543
1057.2,541.9,11.848941102335877,12.234928243211524,11.848941102335877,-0.3859871408756472,0.3859871408756472
257.8,556.6,12.927596232056173,13.518023511828448,12.927596232056173,-0.5904272797722747,0.5904272797722747
236.9,560.8,12.431010056376811,12.94026565005299,12.431010056376811,-0.509255593676178,0.509255593676178
265.3,560.2,12.34029559051812,12.773965394830649,12.34029559051812,-0.4336698043125278,0.4336698043125278
605.9,560.2,14.153857976132045,14.31603377153329,14.153857976132045,-0.16217579540124483,0.16217579540124483
212.8,568.2,12.401756643518915,12.940028903110138,12.401756643518915,-0.5382722595912224,0.5382722595912224
569.0,572.7,10.74099066145291,11.309739878586056,10.74099066145291,-0.5687492171331456,0.5687492171331456
673.6,568.2,13.949133114932865,14.735084370916848,13.949133114932865,-0.7859512559839832,0.7859512559839832
95.4,583.4,12.343767881860826,13.060933415232872,12.343767881860826,-0.7171655333720466,0.7171655333720466
266.7,582.0,14.747790052993416,15.482738811998464,14.747790052993416,-0.7349487590050483,0.7349487590050483
390.4,587.2,13.755811757656428,14.47650704147471,13.755811757656428,-0.7206952838182819,0.7206952838182819
717.5,589.3,11.731618976400808,12.22222019007087,11.731618976400808,-0.49060121367006104,0.49060121367006104
1038.7,594.8,13.513237145804723,13.993841849938478,13.513237145804723,-0.48060470413375533,0.48060470413375533
215.3,595.3,15.364036790740393,15.535694936361962,15.364036790740393,-0.1716581456215689,0.1716581456215689
747.4,597.4,12.712546544060014,13.185141874661795,12.712546544060014,-0.4725953306017807,0.4725953306017807
41.8,602.1,12.726581143873831,13.431424452781195,12.726581143873831,-0.704843308907364,0.704843308907364
786.9,606.4,12.515678683919976,13.033593158036854,12.515678683919976,-0.5179144741168784,0.5179144741168784
991.9,619.1,12.061598531080444,12.762662649793318,12.061598531080444,-0.7010641187128748,0.7010641187128748
75.1,642.8,12.913192614703297,13.379320801284935,12.913192614703297,-0.46612818658163846,0.46612818658163846
400.1,643.1,13.55519717537696,14.00353976902673,13.55519717537696,-0.4483425936497696,0.4483425936497696
639.8,642.9,14.320362388380117,15.136091087161155,14.320362388380117,-0.8157286987810384,0.8157286987810384
928.0,647.9,12.85209595300408,13.426559017751863,12.85209595300408,-0.5744630647477837,0.5744630647477837
262.5,651.3,13.321861530711011,13.836665643269678,13.321861530711011,-0.5148041125586662,0.5148041125586662
507.8,652.4,13.502304506923736,14.045165982196528,13.502304506923736,-0.542861475272792,0.542861475272792
525.2,665.4,14.989640607334458,16.151862891748088,14.989640607334458,-1.1622222844136303,1.1622222844136303
946.3,672.1,11.983230477299932,12.597477901368878,11.983230477299932,-0.614247424068946,0.614247424068946
781.5,672.6,12.72736365713389,13.241643157694936,12.72736365713389,-0.5142795005610452,0.5142795005610452
