# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Mon May 18 07:03:00 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.68000 0.6000000238 2.3211213258    0.600 -1.154  3.5555  4.544    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.13e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.655 11.971 10.639 9.242 8.203 7.052 5.903 5.229 5.004
0.0152 0.01508 7.68000 0.6026809216 2.3229290646    0.602 -1.148  3.5565  4.544    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.19e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.640 11.945 10.612 9.215 8.180 7.035 5.891 5.216 4.992
0.0152 0.01508 7.68000 0.6310827136 2.3410008953    0.631 -1.069  3.5692  4.536    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.29e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 7.443 11.609 10.251 8.860 7.862 6.809 5.729 5.044 4.833
0.0152 0.01508 7.68000 0.6499999762 2.3520353107    0.650 -1.013  3.5789  4.532    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.19e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 7.304 11.372 9.996 8.610 7.637 6.653 5.616 4.922 4.724
0.0152 0.01508 7.68000 0.6500884891 2.3520852069    0.650 -1.013  3.5789  4.532    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -8.2e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 7.303 11.371 9.995 8.609 7.636 6.652 5.616 4.922 4.724
0.0152 0.01508 7.68000 0.6714813113 2.3637024620    0.672 -0.940  3.5933  4.530    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.55e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 7.120 11.050 9.645 8.279 7.340 6.451 5.470 4.764 4.589
0.0152 0.01508 7.68000 0.6916101575 2.3738820430    0.692 -0.864  3.6091  4.530    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 6.930 10.711 9.271 7.943 7.042 6.244 5.317 4.606 4.456
0.0152 0.01508 7.68000 0.7000000477 2.3779267258    0.700 -0.831  3.6162  4.531    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.407e-04 6.718e-03 -1.000 1.527e-02 6.848 10.552 9.104 7.797 6.913 6.155 5.250 4.543 4.403
0.0152 0.01508 7.68000 0.7083936930 2.3818631640    0.708 -0.790  3.6282  4.543    0  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-14      0.00 7.092e-01 2.755e-01 2.739e-03 7.406e-04 6.718e-03 -1.000 1.527e-02 6.746 10.300 8.849 7.585 6.733 6.043 5.176 4.481 4.358
0.0152 0.01508 7.68000 0.7205659151 2.3873847336    0.721 -0.732  3.6449  4.559    0  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-14      0.00 7.092e-01 2.755e-01 2.730e-03 7.403e-04 6.719e-03 -1.000 1.527e-02 6.600 9.857 8.478 7.287 6.487 5.887 5.076 4.405 4.303
0.0152 0.01508 7.68000 0.7315247655 2.3921755486    0.732 -0.681  3.6590  4.571    0  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-14      0.00 7.092e-01 2.755e-01 2.722e-03 7.401e-04 6.719e-03 -1.000 1.527e-02 6.473 9.408 8.159 7.037 6.289 5.748 4.989 4.360 4.269
0.0152 0.01508 7.68000 0.7415348887 2.3964096060    0.742 -0.637  3.6709  4.581    0  0.000  0.539     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-14      0.00 7.092e-01 2.755e-01 2.715e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 6.363 9.028 7.900 6.836 6.134 5.630 4.914 4.323 4.239
0.0152 0.01508 7.68000 0.7500000000 2.3998889087    0.750 -0.602  3.6801  4.587    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 6.275 8.723 7.700 6.681 6.017 5.537 4.855 4.297 4.216
0.0152 0.01508 7.68000 0.7534633279 2.4012865049    0.753 -0.590  3.6824  4.586    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.719e-03 -1.000 1.527e-02 6.244 8.646 7.645 6.636 5.980 5.506 4.832 4.280 4.201
